# x y z s_1 s_2
0 0 0 0.556769455196321 -0.830667065532511 
0 0 1 0.971526656776477 0.236930274918006 
0 0 2 -0.936624599033959 0.350334640714383 
0 0 3 -0.275467500037116 -0.96131038505953 
0 0 4 0.99071332966716 -0.135967269663728 
0 0 5 -0.291057681442097 0.956705506450941 
0 0 6 -0.0825472721591613 0.996587150157517 
0 0 7 -0.56716339253595 0.823605297558917 
0 0 8 0.224616893696889 0.974447151499741 
0 0 9 0.427651979400775 -0.903943463118462 
0 0 10 -0.756858401226742 -0.653578886204642 
0 0 11 0.0969999644357536 -0.99528438493702 
0 0 12 -0.0798357336062281 -0.996808033494692 
0 0 13 0.816753836587932 -0.576986282695606 
0 0 14 0.758420366656048 -0.651765715147173 
0 0 15 -0.557221707075407 -0.830363757135371 
0 0 16 0.189839717971959 0.981815095361814 
0 0 17 0.882269005762651 0.470745580404728 
0 0 18 -0.850324537259783 0.526258663903918 
0 0 19 -0.0591257978425043 0.998250539709089 
0 0 20 -0.500318521577339 0.865841427148566 
0 0 21 -0.441911968951836 0.897058421563006 
0 0 22 -0.645234949812246 0.763984201106795 
0 0 23 -0.897168708716631 -0.44168802123188 
0 1 0 -0.0386982393654951 -0.999250942591505 
0 1 1 -0.367418127699048 -0.930055868987517 
0 1 2 -0.903025803382805 0.429586310797771 
0 1 3 -0.381648340606555 -0.92430760253947 
0 1 4 0.422856170474945 -0.906196810351518 
0 1 5 -0.523158522326625 -0.852235390321842 
0 1 6 0.802822819115107 -0.596217679298486 
0 1 7 -0.276909550279533 0.960895988629356 
0 1 8 -0.960010816749922 -0.279962911334961 
0 1 9 -0.793864753316527 -0.608094362284086 
0 1 10 -0.456101847774045 0.889927583827528 
0 1 11 0.356555125540186 0.934274286519233 
0 1 12 0.999258000299602 -0.038515566167998 
0 1 13 -0.744972171531839 0.66709554311443 
0 1 14 0.890145903382924 0.455675620030957 
0 1 15 0.908017947378778 0.418931267916385 
0 1 16 0.962514354073948 0.271230747153803 
0 1 17 0.130671367253343 0.991425737904833 
0 1 18 0.0805953694476337 0.996746901888137 
0 1 19 -0.297372516971952 0.954761533656319 
0 1 20 0.926603230662411 0.376040493731703 
0 1 21 -0.287368582903928 0.957820075776128 
0 1 22 -0.940989280990072 0.338436364863157 
0 1 23 -0.987113240359102 -0.160023281767854 
0 2 0 -0.039982513384407 -0.999200379615353 
0 2 1 0.990972997775676 0.134061618964897 
0 2 2 0.589647536810029 0.80766068514808 
0 2 3 0.9001649066248 -0.435549240478231 
0 2 4 0.32709950569667 -0.944989901201592 
0 2 5 0.398840007689481 -0.917020527723483 
0 2 6 -0.471703964368311 0.881756978990934 
0 2 7 -0.445099775354457 0.895480982477803 
0 2 8 -0.997506551566728 0.0705739298994605 
0 2 9 -0.999727086581883 0.0233613431655773 
0 2 10 -0.796423995348027 0.604738637457444 
0 2 11 0.648003894346569 -0.76163702175753 
0 2 12 -0.753254334987076 -0.657729356820249 
0 2 13 0.15710002608064 -0.987582696185723 
0 2 14 -0.385960992545301 -0.922515101357938 
0 2 15 -0.40239669829252 -0.915465399238704 
0 2 16 0.965839963694639 0.259139276317464 
0 2 17 -0.850015570989755 0.526757561953277 
0 2 18 -0.702382932507149 -0.711799280782622 
0 2 19 0.930640296051045 0.36593529396059 
0 2 20 0.874519829598873 -0.484989760343823 
0 2 21 0.44541518718741 0.895324137406562 
0 2 22 0.930760337489142 0.365629859498782 
0 2 23 0.578882133480849 -0.81541123093606 
0 3 0 0.996196987162329 -0.087129574592667 
0 3 1 0.891801625341878 -0.452426636083227 
0 3 2 0.929352191053414 -0.369194399990328 
0 3 3 0.987473770966774 -0.157783242623099 
0 3 4 0.993229286204541 0.116170499807906 
0 3 5 0.433237388958947 0.901279848220315 
0 3 6 0.0329327663142401 0.999457569335933 
0 3 7 -0.534062374937084 0.845445077859326 
0 3 8 0.8246638439927 -0.565623146990276 
0 3 9 0.781098652478681 0.624407635360098 
0 3 10 -0.235264091452365 -0.971931482807864 
0 3 11 -0.917797919301021 -0.397047830023936 
0 3 12 -0.383673318197289 -0.923468886808582 
0 3 13 0.815767532699695 -0.578379920634397 
0 3 14 0.130854673192595 -0.991401560672394 
0 3 15 0.922500897447219 -0.385994940652175 
0 3 16 0.999604350872479 0.0281272415428378 
