# x y z s_1 s_2
0 0 0 -0.524959667747847 -0.851127104043849 
0 0 1 -0.895020858288676 0.446024285469079 
0 0 2 -0.176470102260021 0.984306000697109 
0 0 3 -0.104400502984638 0.994535336213125 
0 0 4 0.99084828242677 -0.134980299347423 
0 0 5 -0.581835952985924 0.813306168557058 
0 0 6 0.589383265386818 0.80785355509645 
0 0 7 -0.983168362429719 -0.182701864022413 
0 0 8 0.443646912403099 0.896201660964315 
0 0 9 0.875878838927461 -0.482531096945142 
0 0 10 0.791333915999826 -0.611384194585025 
0 0 11 0.838073913125506 -0.545556702954425 
0 0 12 0.938686942417554 0.344770683403888 
0 0 13 0.670338272899536 0.742055658213093 
0 0 14 0.558876195378201 0.829251106866664 
0 0 15 0.981646089407861 0.190711706904041 
0 1 0 -0.466932223515498 -0.884293106748477 
0 1 1 -0.898395038495132 0.439188290835868 
0 1 2 0.344659025201593 0.938727945864555 
0 1 3 0.424294001047443 0.905524489274118 
0 1 4 0.704019233513144 0.710180905715977 
0 1 5 -0.956502372063952 -0.291724548565993 
0 1 6 0.480648282985926 -0.876913466690232 
0 1 7 0.674827458849129 -0.737975542130785 
0 1 8 0.970016293596712 0.243039894167391 
0 1 9 -0.266662692854077 0.963789919142036 
0 1 10 0.997378534490165 0.0723606173152933 
0 1 11 0.752848863486068 -0.658193428064833 
0 1 12 0.294248168581115 0.955729049096374 
0 1 13 0.958453988419514 0.285247177168726 
0 1 14 0.0177173949704135 0.999843034638669 
0 1 15 0.166691951850403 0.986009022873677 
0 2 0 -0.117043980262883 0.993126732438626 
0 2 1 -0.708285211128579 0.705926384049034 
0 2 2 0.99140361049586 -0.130839142062966 
0 2 3 0.126754145630742 0.991934164430997 
0 2 4 -0.0919319613845731 0.995765290857231 
0 2 5 0.480992936371755 0.876724469351961 
0 2 6 -0.0965415601666661 0.995328954246075 
0 2 7 -0.271521596206917 0.96243234712537 
0 2 8 -0.643567783792134 0.765389121731476 
0 2 9 -0.40566374906237 -0.914022386321398 
0 2 10 -0.893680049441508 0.448704768450508 
0 2 11 0.999999721488266 0.000746339996719033 
0 2 12 0.340952533789618 0.940080512351171 
0 2 13 0.125341269681247 -0.992113686083754 
0 2 14 0.991657973322754 -0.128897106039694 
0 2 15 0.971589029793267 0.236674369515115 
0 3 0 -0.331732219749494 0.943373592157462 
0 3 1 -0.997954433963604 0.0639292400422811 
0 3 2 -0.997257456657821 -0.0740105745172507 
0 3 3 0.654038027762891 0.756461670040213 
0 3 4 0.350833672824024 0.936437789718466 
0 3 5 -0.146707881542335 0.989179861043157 
0 3 6 -0.206779327629396 0.978387607068454 
